NAAB Code;Identification;Name;Full Name;Breed;TPI;NM$;CM$;Milk;Protein;Fat;PL;DPR;SCS;CCR;HCR;Health Index;SCE;DCE;SSB;DSB;PTAT;UDC;FLC;Pedigree;aAa;DMS;Programs;Birth Date;Proof;Balance;Balance No Conf;High Value;High Production;High Prod - No Conf;Production & Conf;High Health;High Health & Conf;AltaActive;
007HO09879;HOUSAM000063685691;SPEARMINT;PINE-TREE SPEARMINT-ET;HO;1891;235;232;135;-2;21;4,5;0,6;2,81;1,1;0,6;;11,9;9,1;10,1;7,6;1,15;0,53;1,10;SHOTTLE X OUTSIDE;;;;12/27/2006;USA-201704;227;231;236;155;175;203;278;291;;
029HO13984;HOUSAM000063685726;ATTRIBUTE;PINE-TREE ATTRIBUTE;HO;1858;242;250;921;29;15;1,9;-0,4;2,80;-0,8;-1,5;;7,5;6,3;7,3;6,0;-0,15;-0,26;0,01;ALTON X BOLIVER;;;;5/25/2007;USA-201704;234;335;276;349;392;181;297;282;;
029HO14277;HOUSAM000063685777;PIECRUST;PINE-TREE OMAN PIECRUST-ET;HO;1952;337;366;241;22;22;4,3;3,3;2,81;2,9;1,7;;6,1;7,8;7,0;7,7;-0,96;-1,19;0,69;O MAN X ZENITH;;;;11/25/2007;USA-201704;249;467;361;328;440;108;482;395;;
029HO13932;HOUSAM000063449624;GLENNON;DE-SU GLENNON-ET;HO;1734;136;152;503;26;22;-0,6;-3,1;3,06;-3,1;-0,1;;7,8;10,6;7,3;9,3;0,47;0,72;0,12;JET STREAM X O MAN;;;;5/27/2007;USA-201704;170;107;123;315;248;257;0;42;;
007HO09668;HOUSAM000063467818;BERLAND;HENDEL RAMOS BERLAND;HO;1879;302;338;314;28;36;1,0;0,5;2,84;0,1;1,5;;5,1;6,2;6,2;6,6;-0,85;-1,04;-0,08;RAMOS X O MAN;;;;10/22/2006;USA-201704;197;366;273;379;448;111;310;281;;
007HO10516;HOUSAM000063470246;SALOON;OPSAL SHOTTLE SALOON-ET;HO;1780;110;110;560;15;26;-0,2;0,0;2,89;0,0;-0,8;;11,1;9,5;9,1;7,8;0,79;-0,03;-0,55;SHOTTLE X RUDOLPH;;;;2/21/2006;USA-201704;124;183;147;230;246;102;139;126;;
029HO13721;HOUSAM000063555706;PANDOR;LATUCH PANDOR-ET;HO;1846;160;194;43;18;12;-0,2;-0,1;2,75;0,4;0,5;;7,0;7,7;7,2;7,1;0,41;0,09;1,00;MASCOL X TITANIC;;;;11/8/2006;USA-201704;191;196;187;247;241;204;165;169;;
007HO09869;HOUSAM000063563621;TJOHN;SANDY-VALLEY TJOHN-ET;HO;1810;248;247;946;26;27;1,4;-2,7;2,95;-2,8;0,7;;10,6;10,4;8,4;8,4;-0,01;0,37;0,67;JET STREAM X LAUDAN;;;;3/30/2007;USA-201704;233;218;214;360;328;278;138;182;;
029HO13918;HOUSAM000063563650;SKEDADDLE;SANDY-VALLEY SKEDADDLE-ET;HO;1754;124;124;347;13;7;0,6;-0,5;3,16;-0,3;2,2;;9,9;9,1;7,5;7,1;0,34;0,89;0,28;JET STREAM X LAUDAN;;;;5/30/2007;USA-201704;158;91;120;183;142;212;57;77;;
200HO02411;HOUSAM000063563679;PRINGLES;SANDY-VALLEY PRINGLES-ET;HO;1773;170;133;2093;45;54;-1,8;-6,0;3,29;-5,9;-0,1;;9,9;10,4;9,3;10,8;0,74;0,19;0,53;BOLTON X GARTER;;;;7/31/2007;USA-201704;207;146;146;544;438;348;-76;-3;;
007HO10207;HOUSAM000063563739;SNAKE;SANDY-VALLEY SNAKE-ET;HO;1762;114;118;843;33;24;-1,0;-0,5;3,27;-0,9;-0,1;;8,7;6,8;8,3;6,0;0,16;-0,71;-0,36;JARDIN X SHOTTLE;;;;1/7/2008;USA-201704;123;211;153;343;358;108;107;69;;
029HO14366;HOUSAM000063685800;OUTBURST;PINE-TREE OUTBURST-ET;HO;1875;364;374;395;13;22;7,3;3,7;2,72;4,2;0,6;;7,0;7,5;7,1;6,8;-1,70;-2,09;-0,58;O MAN X WIZARD;;;;6/27/2008;USA-201704;166;531;360;227;434;-102;604;518;;
200HO02450;HOUSAM000063685804;MILLER;PINE-TREE MILLER-ET;HO;1744;124;130;465;17;-1;0,7;0,2;2,97;-0,2;-0,1;;8,1;6,4;8,2;6,8;0,37;-0,07;-0,21;BILLION X AltaFINLEY;;;;1/8/2008;USA-201704;107;157;128;164;185;80;138;111;;
007HO10383;HOUSAM000063685853;MAC MAN;PINE-TREE SUPER MAC MAN-ET;HO;1744;53;73;-356;-2;-14;1,1;3,5;2,83;2,9;0,9;;7,2;6,4;7,9;8,3;-0,20;0,51;-0,15;MAC X O MAN;;;;5/2/2008;USA-201704;87;113;109;-7;22;44;173;113;;
029HO14427;HOUSAM000063685855;ABC;PINE-TREE OMAN ABC-ET;HO;2176;519;553;441;30;52;4,9;1,6;2,75;1,7;2,0;;6,4;7,0;5,5;6,6;-0,11;0,04;0,63;O MAN X BOLIVER;;;;5/15/2008;USA-201704;446;586;513;559;624;363;562;565;;
001HO10014;HOUSAM000063704881;ENSENADA;ENSENADA ARMSTEAD PLAYER-ET;HO;1981;259;263;325;5;27;2,7;2,0;2,65;2,2;2,3;;9,0;7,7;7,8;5,2;0,84;0,43;0,29;AltaARMSTEAD X SHOTTLE;;;;11/28/2008;USA-201704;267;325;300;238;287;203;366;359;;
007HO09575;HOUSAM000063719846;RAFI;LE-O-LA RAFI-ET;HO;1700;45;40;-47;-3;-9;-0,1;0,2;3,07;0,1;1,9;;8,4;7,6;7,8;7,1;1,06;1,52;0,12;ZENITH X LHEROS;;;;8/20/2006;USA-201704;90;-44;25;1;-58;163;-29;-1;;
014HO05686;HOUSAM000063719854;TAVON;LE-O-LA TAVON-ET;HO;1834;89;92;315;11;-4;0,4;2,1;3,01;1,6;1,5;;8,5;6,5;9,0;7,2;0,38;1,36;-0,25;ELEGANT X BOND;;;;11/2/2006;USA-201704;195;143;170;160;135;221;147;110;;
007HO09764;HOUSAM000063730566;CAMPBELL;BO-IRISH BOLTON CAMPBELL-ET;HO;1746;-19;-24;738;19;-6;-0,7;-1,9;2,99;-2,2;1,6;;12,4;9,3;9,7;8,0;1,42;0,87;0,96;BOLTON X AltaFINLEY;;;;3/12/2007;USA-201704;149;43;87;185;115;243;-12;-10;;
200HO02488;HOUSAM000063563733;SHIRMAN;SANDY-VALLEY SHIRMAN-ET;HO;1737;65;56;452;6;-10;1,3;1,6;2,93;1,5;1,2;;6,4;5,3;7,7;8,1;0,28;-0,05;0,19;MAC X SHOTTLE;;;;10/7/2007;USA-201704;71;114;96;49;76;35;137;96;;
007HO10367;HOUSAM000063563817;SWIFT;SANDY-VALLEY SWIFT-ET;HO;1847;224;246;-132;9;38;-0,4;-0,2;2,96;-0,7;0,6;;7,2;8,6;7,9;8,4;0,51;0,66;0,90;MAC X SEPTEMBER STORM;;;;6/25/2008;USA-201704;200;144;165;260;215;259;93;141;;
007HO09844;HOUSAM000063590984;BRADEY;COOK-FARM ZENITH BRADEY-ET;HO;1773;185;187;450;9;18;1,5;-0,6;2,67;-0,4;2,7;;9,4;9,7;7,1;7,4;0,30;0,27;-1,12;ZENITH X OUTSIDE;;;;7/6/2007;USA-201704;128;199;161;171;209;73;197;214;;
007HO09964;HOUSAM000063601526;ROCKY;JIMKA AIRRAID ROCKY-ET;HO;1720;45;33;286;5;9;1,0;0,9;3,20;-0,1;0,3;;7,2;9,1;7,6;10,0;0,46;0,98;-0,13;AIRRAID X ITO;;;;8/29/2007;USA-201704;114;63;89;114;77;155;45;41;;
200HO02455;HOUSAM000063563759;COLBRICK;SANDY-VALLEY COLBRICK-ET;HO;1754;38;24;1000;23;12;-1,9;-2,3;3,08;-3,2;-0,4;;9,7;7,4;8,1;8,4;1,01;1,18;0,35;COLBY X TITANIC;;;;3/11/2008;USA-201704;171;48;95;269;177;290;-48;-26;;
200HO02490;HOUSAM000063563789;BENO;SANDY-VALLEY BENO-ET;HO;1865;240;246;265;12;41;1,0;0,6;3,03;0,9;1,5;;8,7;9,2;7,5;9,0;0,27;0,12;0,49;MAC X OUTSIDE;;;;5/5/2008;USA-201704;192;220;202;284;280;198;174;187;;
200HO02507;HOUSAM000063563809;LIVEWIRE *RC;SANDY-VALLEY LIVEWIRE-TW-ET;HO;1794;-18;15;-555;2;-7;0,3;0,5;2,88;0,7;1,0;;9,7;10,0;9,0;9,1;1,19;1,31;1,90;MR BURNS *RC X SHOTTLE;;;;6/5/2008;USA-201704;180;33;108;85;12;278;44;44;;
200HO02496;HOUSAM000063563813;CASCADE;SANDY-VALLEY CASCADE;HO;1752;63;68;-587;-17;2;0,8;1,9;2,87;1,4;1,6;;6,9;7,3;7,2;8,2;0,65;1,41;0,83;MAC X GOLDWYN;;;;6/18/2008;USA-201704;108;-10;58;-54;-93;156;52;89;;
200HO02564;HOUSAM000063730591;ALPHA;MR ALPHA-ET;HO;1741;76;85;-890;-23;9;0,6;3,9;2,90;3,1;2,4;;6,8;5,8;8,1;7,1;0,21;1,00;-0,30;MAC X SHOTTLE;;;;11/3/2008;USA-201704;54;20;50;-102;-90;31;107;105;;
029HO13639;HOUSAM000063927724;LORENO;MORNINGVIEW LORENO-ET;HO;1726;131;181;-568;4;-6;2,0;0,3;2,52;-0,9;0,6;;7,8;9,1;7,6;9,0;0,09;0,15;-0,21;ZENITH X O MAN;;;;8/4/2006;USA-201704;99;159;132;60;100;42;198;195;;
001HO09482;HOUSAM000063927725;ARMSTRONG;MORNINGVIEW ARMSTRONG-ET;HO;1815;151;161;6;5;39;-0,4;-0,3;2,89;-0,9;-0,2;;6,9;6,5;7,6;7,5;0,68;0,16;0,85;TOYSTORY X O MAN;;;;11/1/2006;USA-201704;153;135;138;212;194;180;99;134;;
007HO09679;HOUSAM000063927726;APPRENTICE;MORNINGVIEW APPRENTICE-ET;HO;1902;137;163;-112;10;11;0,3;0,6;2,86;0,7;1,4;;6,7;5,8;10,0;7,7;1,19;0,85;1,30;TOYSTORY X O MAN;;;;11/2/2006;USA-201704;219;150;182;205;167;271;138;126;;
506HO00231;HOUSAM000063614191;CRISP;RUANN BOLTON CRISP-70844;HO;1801;124;106;1047;26;37;-1,9;-3,3;3,29;-3,7;0,7;;10,4;14,0;7,9;12,6;1,94;1,68;1,01;BOLTON X MICH;;;;9/22/2007;USA-201704;227;33;111;383;225;430;-124;-63;;
001HO09501;HOUSAM000063644909;BLACKBURN;MEADO-BROOK BLACKBURN-ET;HO;1806;196;216;-50;11;46;1,5;-0,8;3,03;0,3;-0,8;;8,3;8,4;9,0;8,1;0,14;-0,12;0,09;MATCHES X LYNCH;;;;4/1/2007;USA-201704;160;208;178;274;283;149;158;192;;
029HO13717;HOUSAM000063657263;SATYR;CARL-A SATYR;HO;1708;133;177;-605;2;9;1,3;1,8;2,65;1,8;1,0;;6,0;6,9;6,9;8,2;-1,02;-1,36;0,50;MASCOL X O MAN;;;;10/4/2006;USA-201704;29;188;112;52;140;-81;221;190;;
007HO10216;HOUSAM000063683070;SCULPTOR;OPSAL PONTIAC SCULPTOR-ET;HO;1737;-51;-36;-538;-11;-3;-1,8;1,6;2,79;0,2;0,5;;8,2;7,9;8,4;8,2;1,22;1,42;1,38;PONTIAC X AltaFINLEY;;;;2/1/2008;USA-201704;105;-56;28;-28;-99;197;-24;-13;;
029HO14113;HOUSAM000063927755;STALLONE;MORNINGVIEW STALLONE-ET;HO;1804;195;214;-161;8;23;1,6;0,4;3,04;0,6;2,8;;8,5;7,6;7,7;6,6;-0,13;-0,01;0,62;JET STREAM X SHOTTLE;;;;8/25/2007;USA-201704;154;178;165;191;203;143;167;171;;
029HO13951;HOUSAM000063927756;ABSOLUTE;MORNINGVIEW ABSOLUTE-ET;HO;1842;166;152;260;0;9;1,7;3,1;3,06;2,8;2,8;;6,1;5,9;8,2;7,2;0,15;0,91;-0,40;MAC X SHOTTLE;;;;8/29/2007;USA-201704;157;160;165;102;115;134;194;171;;
001HO02686;HOUSAM000063927758;MURRAY;MORNINGVIEW MURRAY-ET;HO;1963;276;256;696;5;-4;3,1;4,3;2,84;3,6;1,5;;6,0;4,8;7,3;5,7;0,81;1,38;-1,14;MAC X AltaFINLEY;;;;9/17/2007;USA-201704;249;288;279;147;193;176;361;317;;
029HO13962;HOUSAM000063927781;ARAMARK;MORNINGVIEW ARAMARK-ET;HO;1775;52;77;-155;8;-10;-0,1;-0,4;2,85;0,1;1,6;;7,1;5,3;7,3;4,7;0,73;0,90;0,60;GOLDWYN X AltaFINLEY;;;;10/4/2006;USA-201704;148;70;106;101;73;187;78;98;;
007HO10178;HOUSAM000063927786;MORACCO;MORNINGVIEW MORACCO-ET;HO;1914;281;303;-106;3;37;1,2;-0,3;2,62;-1,2;0,8;;7,2;5,1;6,8;6,8;0,83;0,69;0,28;MAC X SHOTTLE;;;;10/30/2007;USA-201704;223;218;218;229;232;219;219;290;;
007HO09848;HOUSAM000063950203;LAVEE;STONE-RISE TOSTORY LAVEE-ET;HO;1708;-19;-20;260;3;-5;-0,4;-0,8;2,78;-1,3;-0,9;;9,1;8,3;7,7;10,9;1,14;1,47;0,19;TOYSTORY X BRASS;;;;6/2/2007;USA-201704;108;-10;46;61;-9;190;-22;-1;;
200HO02464;HOUSAM000063955658;TREY;HARTLINE TREY-ET;HO;1719;133;121;1065;27;19;0,6;-2,9;3,13;-2,5;-0,6;;7,5;10,2;7,7;8,6;0,49;0,08;0,22;AltaBAXTER X TITANIC;;;;12/17/2007;USA-201704;146;142;131;302;270;191;47;71;;
200HO02449;HOUSAM000063955659;TRINITY;HARTLINE TRINITY-ET;HO;1967;353;399;-241;20;47;2,9;-1,3;2,96;-0,9;-0,1;;7,4;9,3;7,5;7,6;0,90;0,45;1,00;AltaBAXTER X TITANIC;;;;12/18/2007;USA-201704;314;317;308;413;400;335;262;307;;
007HO10322;HOUSAM000063683081;SEIZE;OPSAL MICHAEL SEIZE-ET;HO;1911;305;319;584;23;45;1,5;0,1;2,87;-1,9;-1,4;;5,4;7,5;7,1;7,1;0,10;-0,39;0,41;MICHAEL X O MAN;;;;6/11/2008;USA-201704;251;349;292;396;430;211;294;297;;
007HO09876;HOUSAM000063685682;MANHATTAN;PINE-TREE MISSY MANHATTAN;HO;1858;194;195;-80;-8;-1;3,8;2,1;2,66;1,8;0,5;;7,7;7,7;7,5;5,5;0,65;1,07;0,34;MANAGER X OUTSIDE;;;;12/14/2006;USA-201704;209;199;216;49;82;164;296;316;;
029HO13980;HOUSAM000063685727;MARKET;PINE-TREE RAMOS MARKET;HO;1785;175;189;-187;4;14;2,3;2,2;3,04;2,4;-0,8;;9,0;7,7;8,0;6,8;0,05;0,01;0,01;RAMOS X BOLIVER;;;;6/14/2007;USA-201704;135;199;172;131;172;81;222;185;;
029HO13986;HOUSAM000063685731;GRILLED;PINE-TREE DIEHARD GRILLED;HO;1856;214;211;765;22;27;0,6;-0,2;3,05;-0,6;0,6;;7,5;7,3;8,2;5,9;0,27;0,59;-0,57;DIE-HARD X LANCELOT;;;;6/13/2007;USA-201704;221;240;222;328;325;223;185;201;;
007HO10071;HOUSAM000063955664;GLEASON;HARTLINE AIRRAID GLEASON-ET;HO;1745;67;65;212;5;23;0,0;-1,2;3,00;-1,2;-0,2;;7,4;11,9;8,7;13,4;0,99;0,90;1,77;AIRRAID X TITANIC;;;;12/27/2007;USA-201704;142;16;74;165;70;265;-42;-11;;
200HO02448;HOUSAM000063955665;GARRETT;HARTLINE GARRETT-ET;HO;1718;72;56;365;2;25;1,0;-0,1;3,07;-0,8;-0,7;;8,0;12,1;8,8;15,0;0,56;0,78;1,04;AIRRAID X TITANIC;;;;12/28/2007;USA-201704;112;37;73;135;65;197;-8;4;;
001HO02565;HOUSAM000064009082;CASSINO;LANGS-TWIN-B CR CASSINO-ET;HO;1835;184;207;-461;-7;-7;4,6;0,7;2,59;-0,3;0,3;;6,9;6,8;8,8;6,4;0,66;0,73;1,48;RAMOS X SHOTTLE;;;;9/1/2007;USA-201704;206;181;204;38;62;180;277;301;;
001HO02566;HOUSAM000064009099;CR;LANGS-TWIN-B CR CASH-ET;HO;1745;21;30;-521;-20;-28;2,7;1,9;2,49;0,9;0,5;;8,6;7,2;8,4;7,5;1,12;1,16;1,49;RAMOS X SHOTTLE;;;;10/17/2007;USA-201704;113;24;84;-150;-151;114;155;151;;
029HO14503;HOUSAM000064009194;BANDIT;TWIN-B-DAIRY BANDIT-ET;HO;1864;246;263;693;28;6;2,7;-1,0;2,83;-2,2;-3,3;;7,2;6,5;7,5;7,0;0,11;0,89;-0,30;BOLIVER X O MAN;;;;9/17/2008;USA-201704;283;300;285;343;344;278;268;278;;
007HO10437;HOUSAM000064009213;TREY;LANGS-TWIN-B J-S TREY-ET;HO;1755;44;62;266;20;0;-0,7;0,0;3,03;0,3;2,4;;10,6;8,8;8,4;6,3;0,60;0,09;0,22;JET STREAM X AltaFINLEY;;;;9/3/2008;USA-201704;121;125;116;193;186;134;83;41;;
007HO10676;HOUSAM000064010212;GUM;ALL-RIEHL A GUM-ET;HO;1852;88;74;-48;-12;-2;2,2;3,0;2,92;4,4;4,3;;7,8;5,9;7,5;5,2;1,10;0,54;1,28;AltaARMSTEAD X SHOTTLE;;;;2/16/2009;USA-201704;136;103;131;-17;1;117;189;168;;
029HO14182;HOUSAM000064074334;KADE;CAMPBROS JOSE KADE;HO;1826;195;201;507;20;21;0,8;-1,3;3,03;0,0;0,2;;8,5;8,2;8,2;5,7;0,20;0,39;0,89;JOSE X SHOTTLE;;;;11/26/2007;USA-201704;222;191;198;299;274;260;140;172;;
007HO09841;HOUSAM000063588161;HULK;SIEMERS SHOTTLE HULK-ET;HO;1904;196;176;649;4;11;2,1;-0,1;2,86;1,2;0,2;;7,9;8,1;8,5;6,6;1,73;1,26;1,51;SHOTTLE X TITANIC;;;;4/8/2007;USA-201704;256;153;206;184;142;315;169;189;;
007HO10091;HOUSAM000063601417;MAGOO;VEAZLAND MAC MR MAGOO;HO;1761;-33;-62;328;-12;-15;0,0;1,5;2,76;1,9;2,2;;7,4;6,9;9,7;10,4;1,46;1,47;1,29;MAC X SHOTTLE;;;;11/17/2007;USA-201704;93;-53;27;-73;-136;171;-1;-3;;
183HO02020;HOUSAM000063601420;LEGS;MURANDA BAXTER LEGS-ET;HO;1805;140;142;388;14;38;-1,0;-1,9;3,09;-0,9;0,7;;9,7;10,1;8,5;7,6;0,99;0,50;1,40;AltaBAXTER X TITANIC;;;;12/9/2007;USA-201704;186;95;129;286;217;283;12;66;;
014HO05774;HOUSAM000063644879;MCKINLEY;MEADO-BROOK TS MCKINLEY-ET;HO;1897;173;176;611;19;25;0,3;0,3;2,91;-0,1;-1,8;;6,6;6,3;8,0;8,0;0,73;0,98;0,06;TOYSTORY X LYNCH;;;;2/20/2007;USA-201704;253;227;233;318;290;286;180;183;;
014HO06148;HOUSAM000064074354;LANGLEY;CAMPBROS LANGLEY-ET;HO;1834;227;236;179;10;31;1,3;-2,0;2,94;-1,7;-0,9;;9,2;8,2;8,1;7,3;0,36;1,01;1,45;AltaBAXTER X PIPPEN;;;;7/23/2008;USA-201704;250;146;191;273;212;334;106;176;;
014HO06061;HOUSAM000064167462;SHARPIE;HIGHERRANSOM B SHARPIE-ET;HO;1880;352;336;921;17;54;3,2;-2,5;2,97;-2,7;0,4;;8,9;7,6;7,2;7,9;0,23;0,01;0,64;AltaBAXTER X REGGIE;;;;3/2/2008;USA-201704;249;285;259;379;381;252;223;296;;
029HO13954;HOUSAM000064178191;ROB;DARITA JOSE ROB-ET;HO;1767;191;194;280;8;10;2,1;1,6;2,89;3,3;3,5;;6,9;7,7;7,2;5,9;-0,66;-0,72;-0,29;JOSE X TRENT *MF;;;;6/8/2007;USA-201704;92;226;162;125;205;-10;249;223;;
014HO06020;HOUSAM000064260553;BREWTUS;BADGER BREWTUS-ET;HO;1833;168;164;696;16;8;2,2;0,6;2,91;-0,4;1,6;;9,2;9,4;8,4;8,5;0,29;0,56;0,08;BOLTON X DIE-HARD;;;;1/6/2008;USA-201704;205;227;215;230;235;195;216;202;;
029HO14255;HOUSAM000064260563;AJAX;BADGER AJAX;HO;1839;183;218;-196;12;25;1,0;0,4;2,77;0,0;1,6;;6,9;8,0;7,0;5,8;0,11;-0,06;-0,01;RAMOS X MANAGER;;;;1/31/2008;USA-201704;179;245;209;235;271;133;236;246;;
029HO14256;HOUSAM000064260565;EXTRA;BADGER MAC EXTRA;HO;1735;152;154;200;2;0;1,7;1,2;2,74;0,4;0,4;;5,9;5,4;6,6;5,5;-0,27;-0,46;0,35;MAC X MANAGER;;;;2/7/2008;USA-201704;86;166;130;56;117;11;212;208;;
014HO06263;HOUSAM000064341514;KODY;HAMMER-CREEK O MAN KODY;HO;2029;309;328;846;39;16;1,7;1,5;3,08;1,6;2,1;;6,4;5,9;6,5;7,2;0,51;0,88;-0,97;O MAN X GOLDWYN;;;;1/27/2009;USA-201704;333;395;355;467;476;312;329;280;;
029HO14034;HOUSAM000064361891;SANTANA;SEITVIEW JOSE SANTANA-ET;HO;1735;227;239;-100;9;44;0,8;0,4;3,23;1,7;1,9;;6,2;6,9;6,7;5,8;-1,02;-0,73;-0,55;JOSE X LYNCH;;;;7/15/2007;USA-201704;80;186;129;215;261;23;143;164;;
029HO13958;HOUSAM000064394133;TAYTON;TOLLENAARS TAYTON-ET;HO;1999;339;345;515;17;24;3,2;2,7;2,87;3,2;1,0;;6,9;6,6;7,2;5,0;-0,22;-0,04;0,97;RAMOS X TUGOLO;;;;6/22/2007;USA-201704;310;398;356;331;386;244;416;376;;
001HO02606;HOUSAM000064401234;ZEN;BOMAZ ZENITH 723-ET;HO;1781;182;199;128;10;8;1,2;1,9;2,81;1,8;3,0;;7,6;6,9;6,9;7,2;-0,72;-0,50;-0,20;ZENITH X AltaADAM;;;;10/3/2007;USA-201704;105;220;163;140;202;23;233;203;;
001HO02618;HOUSAM000064410836;FAUSTO;JENNY-LOU SHOTTLE FAUSTO;HO;1796;155;168;315;13;26;0,5;-1,2;2,75;-1,8;0,0;;8,8;8,5;8,5;8,2;0,52;0,57;-0,52;SHOTTLE X ZENITH;;;;1/21/2008;USA-201704;167;178;165;238;233;169;141;166;;
007HO10223;HOUSAM000064410840;TRIUMPH;JENNY-LOU ZENITH TRIUMPH;HO;1756;28;37;-126;-5;7;-0,4;-0,1;2,64;-0,9;2,2;;7,8;6,9;8,2;8,0;1,03;0,77;0,49;ZENITH X SHOTTLE;;;;3/28/2008;USA-201704;94;33;63;32;9;123;53;79;;
029HO13785;HOUSAM000063644881;FORAKER;MEADO-BROOK TS FORAKER-ET;HO;1744;76;83;-164;4;29;-0,6;0,1;3,21;0,3;-1,7;;7,0;6,8;7,3;8,1;0,48;0,40;1,04;TOYSTORY X LYNCH;;;;2/20/2007;USA-201704;116;48;78;161;113;183;3;41;;
007HO09721;HOUSAM000063652090;GOLDENROD;MAR-BIL LOU GOLDENROD-ET;HO;1739;115;112;468;12;38;-1,4;-2,0;3,00;-2,8;-0,6;;7,9;7,2;7,6;7,4;0,47;-0,09;1,10;LOU X STORMATIC;;;;3/22/2007;USA-201704;121;84;91;240;200;183;6;66;;
007HO10134;HOUSAM000063683062;FAST;OPSAL MAC FAST-ET;HO;1879;226;243;213;13;27;2,1;0,0;2,79;-0,4;-0,6;;6,7;7,2;8,0;8,7;0,44;0,43;0,14;MAC X O MAN;;;;10/27/2007;USA-201704;220;253;233;267;276;205;234;252;;
007HO09647;HOUSAM000063685675;ZEBULON;PINE-TREE ITRA ZEBULON-ET;HO;1739;223;225;154;3;12;2,6;2,6;2,84;2,2;2,0;;6,7;6,3;7,3;5,8;-0,97;-0,50;-1,73;ZENITH X ITO;;;;11/21/2006;USA-201704;69;250;166;86;196;-82;298;259;;
029HO14858;HOUSAM000064410870;MARTEZ;JENNY-LOU LEIF MARTEZ-ET;HO;1848;154;156;155;1;34;0,3;0,7;2,73;0,3;-0,2;;8,8;7,7;8,3;6,1;0,51;0,35;0,70;LEIF X DIE-HARD;;;;10/11/2009;USA-201704;187;184;184;190;195;183;188;222;;
029HO14093;HOUSAM000064431359;MARLY;RICHMOND-FD MARLY-ET;HO;1791;209;221;-86;0;-6;3,8;2,2;2,71;3,2;0,7;;6,6;6,0;7,6;5,7;-0,29;-0,42;0,39;RAMOS X CAROL PRELUDE MTOTO ET;;;;8/27/2007;USA-201704;123;234;188;46;133;13;315;278;;
029HO14095;HOUSAM000064431379;ATTICUS;RICHMOND-FD ATTICUS;HO;1785;287;269;1784;44;36;0,5;-3,5;3,08;-3,3;-1,3;;7,3;6,3;7,5;5,9;-0,29;-0,96;-0,51;ALTON X CAROL PRELUDE MTOTO ET;;;;10/15/2007;USA-201704;183;311;226;478;506;154;176;196;;
029HO14527;HOUSAM000064440254;DERK;DANDALI BOLVR DERK-ET;HO;1807;223;219;999;30;36;0,9;-3,1;3,12;-3,5;-3,1;;10,2;8,2;7,8;6,1;0,61;0,55;-0,29;BOLIVER X SHOTTLE;;;;11/4/2008;USA-201704;240;230;220;414;383;281;128;179;;
001HO09497;HOUSAM000064441856;RAZOR;DEERVUE-ACRES RAZOR-ET;HO;1770;223;236;56;16;52;0,6;-0,5;3,34;0,6;1,7;;9,5;8,7;7,9;6,9;-0,47;-0,93;0,80;JET STREAM X OUTSIDE;;;;3/5/2007;USA-201704;125;194;151;306;317;120;112;114;;
007HO10614;HOUSAM000064465106;CREED;SHEMA MR BURN MR CREED-ET;HO;1701;-44;-39;576;20;-4;-1,5;-2,6;3,00;-1,9;-0,3;;8,0;10,2;8,8;9,3;1,54;0,80;1,07;MR BURNS *RC X SHOTTLE;;;;9/22/2008;USA-201704;120;-1;47;182;95;237;-79;-68;;
029HO13857;HOUSAM000064478516;BRODY;RC-NC BRODY;HO;1711;152;184;-322;8;22;0,6;-1,3;2,89;-1,7;-1,7;;8,3;8,2;7,2;8,4;0,07;0,74;-0,79;BINKY X POTTER;;;;4/18/2007;USA-201704;120;109;109;171;156;133;76;119;;
029HO14319;HOUSAM000064481747;MEDFORD;GOLDEN-OAKS MEDFORD-ET;HO;1915;309;288;742;7;71;0,7;-2,6;2,92;-1,5;2,0;;7,7;8,1;7,4;6,6;1,38;0,34;0,93;AltaBAXTER X GOLDWYN;;;;5/26/2008;USA-201704;234;199;206;350;318;282;129;229;;
014HO05961;HOUSAM000064504763;POWEL *BY;ACKLAND BOLTON POWEL-ET;HO;1792;168;169;498;18;44;-0,6;-1,6;3,16;-2,6;0,2;;8,6;8,3;8,7;8,8;0,21;0,32;0,88;BOLTON X JC;;;;10/9/2007;USA-201704;184;136;148;327;271;260;38;83;;
029HO14184;HOUSAM000064519053;SENNETT;WELCOME SENNETT-ET;HO;1826;138;141;1127;35;33;-0,6;-2,3;2,96;-2,7;-1,2;;10,7;9,7;8,7;11,7;0,55;0,22;0,27;BOLTON X O MAN;;;;11/27/2007;USA-201704;211;217;196;424;376;272;85;82;;
001HO02656;HOUSAM000064519055;NELS;WELCOME RAMOS PENELS-ET;HO;1828;250;297;-747;1;15;3,4;3,4;2,67;3,0;0,1;;7,5;7,6;7,8;7,2;-0,77;-0,64;-0,02;RAMOS X O MAN;;;;12/17/2007;USA-201704;144;310;236;118;222;8;376;327;;
001HO02655;HOUSAM000064519057;LATH;WELCOME BOL LATHAM-ET;HO;1982;327;350;881;43;41;2,5;-1,9;3,12;-2,7;-6,2;;10,2;9,3;7,8;10,2;0,95;0,36;1,64;BOLIVER X O MAN;;;;12/21/2007;USA-201704;385;381;368;586;538;453;256;262;;
